"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[k]"     ,     "rms[w]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       ,       "CMz"      
         147,      -6.376749702,      -5.287766675,      -5.278487231,      -6.684039843,      -1.577382724,       9.783589271,       9.783589271,      0.1216165435,       1.180884396,       1.189874466
         148,      -6.374150495,       -5.29326698,      -5.279151694,      -6.684922471,      -1.572566169,       11.74030712,       11.74030712,      0.1217519185,       1.181281217,       1.190402195
         149,      -6.371416659,      -5.299344488,      -5.280106518,      -6.686021338,      -1.567676902,       14.08836855,       14.08836855,      0.1219271598,       1.181747486,       1.191023399
         150,      -6.368545052,       -5.30593303,      -5.281635652,      -6.687378684,      -1.562222532,       16.90604226,       16.90604226,      0.1221412196,       1.182280031,       1.191736418
         151,      -6.365511173,      -5.313452737,      -5.283274847,      -6.689019244,       -1.55587788,       20.28725071,       20.28725071,      0.1223890565,        1.18287784,       1.192538512
         152,        -6.3619657,      -5.321767488,      -5.284475214,      -6.690984569,      -1.548410008,       24.34470085,       24.34470085,      0.1226595882,       1.183536007,       1.193417689
         153,      -6.357181708,      -5.330498475,      -5.285057895,      -6.693416586,      -1.538460942,       24.34470085,       24.34470085,      0.1229432039,       1.184243887,       1.194350008
         154,      -6.351424362,      -5.339827025,      -5.285230463,      -6.699979876,      -1.551116588,       24.34470085,       24.34470085,      0.1231931422,       1.184864999,       1.195148928
         155,      -6.356502576,       -5.35230056,      -5.290424349,      -6.706829788,      -1.563935749,       24.34470085,       24.34470085,      0.1234422689,       1.185438986,       1.195860403
         156,      -6.354991942,      -5.363335528,      -5.293387193,      -6.713730608,      -1.576816644,       2.434470085,       2.434470085,      0.1236618181,       1.185931636,       1.196449056
         157,      -6.354450568,      -5.374241202,      -5.295977505,      -6.735592161,      -1.692561685,       2.921364102,       2.921364102,      0.1236878178,       1.185976274,        1.19649568
         158,      -6.355321278,      -5.375143392,      -5.298019552,      -6.735796266,      -1.691408704,       3.505636923,       3.505636923,      0.1237175031,       1.186026505,       1.196549806
         159,      -6.355510354,       -5.37548759,      -5.300366051,       -6.73604177,      -1.689835336,       4.206764308,       4.206764308,      0.1237484553,       1.186085389,       1.196615119
         160,      -6.355861968,      -5.376004619,      -5.302459509,      -6.736356833,      -1.687695881,       5.048117169,       5.048117169,      0.1237779182,       1.186156587,       1.196694961
         161,      -6.356188368,      -5.377334793,      -5.303874044,      -6.736763556,      -1.684883421,       6.057740603,       6.057740603,      0.1238064945,       1.186243863,       1.196792157
         162,      -6.356082042,      -5.379846428,      -5.304431934,      -6.737283314,      -1.681730662,       7.269288723,       7.269288723,      0.1238397334,       1.186349387,       1.196908027
         163,      -6.355757886,      -5.383396902,      -5.304174804,      -6.737939631,      -1.678594382,       8.723146468,       8.723146468,      0.1238851328,       1.186471653,        1.19704057
         164,      -6.355416032,      -5.387900979,      -5.303777323,      -6.738767614,      -1.675484157,       10.46777576,       10.46777576,      0.1239478681,       1.186608043,        1.19718669
         165,      -6.355132388,      -5.392893769,      -5.303561031,      -6.739811584,       -1.67185355,       12.56133091,       12.56133091,      0.1240262903,       1.186751188,       1.197336908
         166,      -6.355028572,      -5.398308035,       -5.30356452,      -6.741135454,      -1.667371339,        15.0735971,        15.0735971,       0.124112812,        1.18688933,       1.197474304
         167,       -6.35534867,      -5.404231516,       -5.30363458,      -6.742820213,      -1.661931958,       18.08831652,       18.08831652,      0.1241963698,       1.187006441,       1.197574054
