"Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "Min CFL"    ,     "Max CFL"    ,       "CD"       ,       "CL"       
        3112,       -8.53943201,      -7.172577358,      -7.495788658,       39.19477671,       39.19477671,      0.2745006203,      0.8432046371
        3113,      -8.539337238,      -7.174132067,      -7.499107279,       39.19477671,       39.19477671,      0.2745032508,      0.8432193413
        3114,      -8.539083067,      -7.175671365,      -7.502381383,       39.19477671,       39.19477671,      0.2745059236,      0.8432341724
        3115,      -8.538658303,      -7.177195954,      -7.505612918,       47.03373206,       47.03373206,      0.2745086364,      0.8432491217
        3116,      -8.538058848,      -7.178706632,      -7.508803494,       4.703373206,       4.703373206,      0.2745119514,      0.8432672276
        3117,      -8.536589226,      -7.180520001,      -7.512657998,       5.644047847,       5.644047847,      0.2745122829,      0.8432690396
        3118,      -8.537150815,      -7.180703765,      -7.512977212,       6.772857416,       6.772857416,       0.274512681,      0.8432712168
        3119,      -8.537259338,       -7.18091939,       -7.51335733,       8.127428899,       8.127428899,      0.2745131591,      0.8432738334
        3120,      -8.537241718,      -7.181173957,      -7.513820467,       9.752914679,       9.752914679,      0.2745137337,      0.8432769792
        3121,      -8.537162369,      -7.181474783,      -7.514384089,       11.70349761,       11.70349761,      0.2745144246,      0.8432807622
        3122,      -8.537030514,      -7.181830991,      -7.515069143,       14.04419714,       14.04419714,      0.2745152556,      0.8432853122
        3123,      -8.536839461,      -7.182253627,      -7.515903313,       16.85303657,       16.85303657,      0.2745162562,      0.8432907867
        3124,      -8.536573344,      -7.182755775,      -7.516922869,       20.22364388,       20.22364388,      0.2745174626,      0.8432973749
        3125,      -8.536201057,      -7.183353299,      -7.518172134,       24.26837265,       24.26837265,      0.2745189194,      0.8433053043
        3126,      -8.535660396,      -7.184066698,      -7.519700683,       29.12204718,       29.12204718,      0.2745206825,      0.8433148489
        3127,      -8.534846258,      -7.184923649,      -7.521559792,       34.94645662,       34.94645662,      0.2745228244,      0.8433263433
        3128,      -8.533625119,      -7.185961308,      -7.523799247,       41.93574795,       41.93574795,      0.2745254364,      0.8433401994
        3129,      -8.531876969,       -7.18722761,      -7.526467322,       50.32289754,       50.32289754,      0.2745286253,      0.8433569206
        3130,      -8.529523382,      -7.188780453,      -7.529618636,       50.32289754,       50.32289754,      0.2745325046,      0.8433771179
        3131,      -8.526500298,      -7.190686765,      -7.533321606,       50.32289754,       50.32289754,      0.2745364037,      0.8433974319
        3132,      -8.524156578,      -7.192607487,      -7.536861111,       50.32289754,       50.32289754,      0.2745403037,      0.8434178447
        3133,      -8.522051867,      -7.194528692,      -7.540255553,       50.32289754,       50.32289754,      0.2745442009,      0.8434383421
        3134,      -8.520013546,      -7.196446961,      -7.543526673,       50.32289754,       50.32289754,      0.2745481041,       0.843458918
        3135,      -8.517968203,      -7.198365692,      -7.546681772,       50.32289754,       50.32289754,      0.2745520278,      0.8434795718
        3136,      -8.515892473,      -7.200291287,      -7.549718621,       50.32289754,       50.32289754,      0.2745559861,      0.8435003031
        3137,      -8.513783091,      -7.202230423,      -7.552634489,       60.38747704,       60.38747704,      0.2745599886,      0.8435211073
        3138,      -8.511637958,      -7.204188751,       -7.55543145,       6.038747704,       6.038747704,      0.2745648733,      0.8435461894
        3139,      -8.507779056,      -7.206605154,      -7.558746199,       7.246497245,       7.246497245,      0.2745653613,      0.8435486982
        3140,      -8.509428842,      -7.206842113,      -7.558972831,       8.695796694,       8.695796694,      0.2745659469,      0.8435517109
        3141,      -8.509762594,      -7.207123791,      -7.559238735,       10.43495603,       10.43495603,      0.2745666497,      0.8435553293
        3142,      -8.509759084,      -7.207461402,      -7.559575753,       12.52194724,       12.52194724,      0.2745674937,      0.8435596754
        3143,      -8.509592797,      -7.207864256,      -7.559996583,       15.02633669,       15.02633669,      0.2745685079,      0.8435648945
        3144,      -8.509289125,      -7.208344396,      -7.560517997,       18.03160402,       18.03160402,      0.2745697274,      0.8435711598
        3145,       -8.50883475,      -7.208917012,      -7.561165477,       21.63792483,       21.63792483,      0.2745711947,      0.8435786758
        3146,      -8.508192618,      -7.209601572,      -7.561972302,        25.9655098,        25.9655098,      0.2745729617,      0.8435876828
        3147,       -8.50728966,      -7.210424471,      -7.562974715,       31.15861176,       31.15861176,       0.274575093,      0.8435984668
        3148,      -8.506004998,      -7.211422802,      -7.564205939,       37.39033411,       37.39033411,      0.2745776734,      0.8436113827
        3149,      -8.504189972,      -7.212647696,      -7.565693843,       44.86840093,       44.86840093,      0.2745808132,      0.8436268815
        3150,      -8.501715416,      -7.214165265,      -7.567464799,       53.84208111,       53.84208111,      0.2745846398,      0.8436455203
        3151,      -8.498500296,      -7.216055987,      -7.569550451,       64.61049734,       64.61049734,      0.2745892756,      0.8436679475
        3152,      -8.494487921,      -7.218416335,      -7.571992251,       6.461049734,       6.461049734,      0.2745948279,      0.8436949012
        3153,      -8.489585415,      -7.221367047,      -7.574836662,        7.75325968,        7.75325968,      0.2745953815,      0.8436975965
        3154,      -8.491992167,      -7.221654126,      -7.574996405,       9.303911616,       9.303911616,      0.2745960439,      0.8437008315
        3155,      -8.492565291,      -7.221999869,      -7.575182421,       11.16469394,       11.16469394,      0.2745968361,      0.8437047144
        3156,      -8.492694441,      -7.222418338,      -7.575432971,       13.39763273,       13.39763273,      0.2745977832,       0.843709374
        3157,      -8.492631416,      -7.222919875,      -7.575758833,       16.07715927,       16.07715927,      0.2745989144,      0.8437149624
        3158,      -8.492419348,      -7.223518257,      -7.576174205,       19.29259113,       19.29259113,       0.274600264,      0.8437216578
        3159,      -8.492048068,      -7.224231555,      -7.576701362,       23.15110935,       23.15110935,       0.274601872,      0.8437296667
        3160,      -8.491478861,      -7.225083948,      -7.577368493,       27.78133122,       27.78133122,      0.2746037859,      0.8437392273
        3161,      -8.490639715,      -7.226109467,      -7.578203549,       33.33759747,       33.33759747,      0.2746060672,      0.8437506246
        3162,      -8.489425959,      -7.227356539,      -7.579228878,       40.00511696,       40.00511696,      0.2746088032,       0.843764222
        3163,      -8.487729342,      -7.228890977,      -7.580460437,       48.00614035,       48.00614035,       0.274612115,      0.8437804925
        3164,      -8.485476975,      -7.230796406,      -7.581913576,       57.60736843,       57.60736843,       0.274616145,      0.8438000185
        3165,      -8.482632189,      -7.233173954,      -7.583615293,       69.12884211,       69.12884211,      0.2746210283,      0.8438234623
        3166,       -8.47912951,      -7.236145806,      -7.585618393,       6.912884211,       6.912884211,      0.2746268819,      0.8438515617
        3167,      -8.474785272,      -7.239867035,      -7.588007261,       8.295461053,       8.295461053,      0.2746274655,      0.8438543712
        3168,       -8.47832373,      -7.240227999,      -7.588105143,       9.954553264,       9.954553264,      0.2746281634,      0.8438577417
        3169,      -8.479371573,      -7.240667501,      -7.588218017,       11.94546392,       11.94546392,      0.2746289982,      0.8438617855
        3170,      -8.479858203,      -7.241203465,      -7.588395689,        14.3345567,        14.3345567,      0.2746299961,      0.8438666352
        3171,       -8.48012676,      -7.241847481,      -7.588649732,       17.20146804,       17.20146804,      0.2746311883,       0.843872446
        3172,      -8.480237201,      -7.242615948,       -7.58899386,       20.64176165,       20.64176165,      0.2746326106,      0.8438793978
        3173,      -8.480179089,      -7.243531736,      -7.589449018,       24.77011398,       24.77011398,      0.2746343049,      0.8438876951
        3174,      -8.479907692,      -7.244626988,      -7.590041489,       29.72413677,       29.72413677,      0.2746363218,      0.8438975732
        3175,      -8.479347141,      -7.245947745,      -7.590797994,       35.66896413,       35.66896413,      0.2746387297,      0.8439093191
        3176,      -8.478401413,      -7.247558457,      -7.591742193,       42.80275695,       42.80275695,      0.2746416277,      0.8439233081
        3177,      -8.476987019,      -7.249543956,      -7.592896123,       51.36330834,       51.36330834,      0.2746451477,      0.8439400279
        3178,      -8.475061194,      -7.252009025,      -7.594287908,       61.63597001,       61.63597001,       0.274649429,      0.8439600561
        3179,      -8.472609985,      -7.255079199,      -7.595963934,       61.63597001,       61.63597001,      0.2746545819,      0.8439840096
        3180,      -8.469579352,      -7.258907452,      -7.598001436,       6.163597001,       6.163597001,       0.274659675,      0.8440077896
